CUSTID,AGE,AGEGRP1,AGEGRP2,AGEGRP3,AGEGRP4,AGEGRP5,AGEGRP6,SEX,EDUC,INCOME,INCGRP1,INCGRP2,INCGRP3,INCGRP4,INCGRP5,INCGRP6,KIDHOME,TEENHOME,GOURMAGS,WINEMAGS,STYLMAGS,HOUSMAGS,SPRTMAGS,TRAVMAGS,CULTMAGS,COMPMAGS,FIRSTPUR,LASTPUR,NPURCH,TBOTTLES,TOTCAT,TOTCREV,TOTCCOST,TOTCPROF,REV1STYR,REVLSTYR,COSTLAST,LTV,PROBSTAY,AVGPURCH,AVGDISC,AVGQUAL,PCTWEB,PERCDR,PERCSR,PERCDW,PERCSW,PERCDE,PERCEX,TOTLCOMP,DATELATE,TOTWCOMP,DATEWRNG,TOTPCOMM,DATELIKE,WINELOVR,WINEKNOW,COMPKNOW,KNOWALTW,STATUS,PARTIES,TRAVEL,CULTURAL,SATISWWW,TRUSTWWW,VALUEWWW,LOYALWWW,FACEBOOK,WINETAST
11939,54,0,0,0,1,0,0,0,15,115358,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,941,330,4,6,11,234.48,205.08,29.4,126.05,57.85,57.28,2.87,90,58.62,0,92,50,50,33,17,0,0,17,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
11940,30,0,1,0,0,0,0,1,17,83915,0,0,0,1,0,0,1,0,0,1,2,1,0,2,1,0,562,562,1,1,7,14.91,19.18,-4.27,14.91,0,7,-19.63,70,14.91,0,74,100,0,0,0,100,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
11941,42,0,0,1,0,0,0,0,18,87127,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1279,280,12,14,15,96.23,244.64,-148.41,22.53,17.09,65.1,-241.53,90,8.02,63,79,100,43,21,0,21,14,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
11942,30,0,1,0,0,0,0,1,18,62126,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1190,741,2,2,14,19.08,38.36,-19.28,4.17,0,14,-39.27,70,9.54,36,74,100,0,0,0,100,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
11943,32,0,1,0,0,0,0,0,12,32062,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,7,7,1,1,1,13.71,14.97,-1.26,13.71,13.71,11.97,4.88,70,13.71,0,91,0,100,0,0,0,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
11944,35,0,0,1,0,0,0,1,13,28518,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,389,389,1,1,5,4.43,20.66,-16.23,4.43,0,5,-14.02,70,4.43,72,83,0,0,100,0,0,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
11945,50,0,0,0,1,0,0,0,17,59553,0,0,1,0,0,0,0,0,2,2,0,0,0,1,0,0,904,123,33,37,10,1387.89,1142.31,245.58,396.87,632.4,515.92,586.01,90,42.06,0,100,85,49,30,14,3,5,14,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,1
11946,71,0,0,0,0,0,1,0,20,113310,0,0,0,0,1,0,0,0,1,1,0,0,0,2,1,0,801,215,4,6,9,90.99,117.91,-26.92,48.09,42.9,72.93,-151.1,90,22.75,23,83,50,0,0,0,50,50,33,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
11947,59,0,0,0,0,1,0,0,18,74691,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1311,24,39,66,15,2197.6,1914.29,283.31,335.52,558.44,467.2,459.02,90,56.35,3,98,67,42,35,11,9,3,11,1,812,1,1143,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,1
11948,35,0,0,1,0,0,0,1,13,46468,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,461,443,2,2,6,22.68,48.46,-25.78,22.68,0,6,-16.83,70,11.34,33,90,0,50,0,50,0,0,50,0,.,0,.,1,461,.,.,.,.,.,.,.,.,.,.,.,.,0,0
11949,61,0,0,0,0,1,0,0,16,106331,0,0,0,0,1,0,0,0,1,2,0,0,0,1,1,0,996,8,31,65,11,2185.74,1853.81,331.93,640.63,734.24,598.39,683.46,90,70.51,1,99,10,40,29,15,6,9,18,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
11950,55,0,0,0,0,1,0,0,20,107123,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,519,519,1,2,6,58.12,52.75,5.37,58.12,0,6,-16.83,70,58.12,0,99,100,0,0,100,0,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
11951,37,0,0,1,0,0,0,0,17,30711,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1001,494,2,2,12,32.83,50.11,-17.28,28.66,0,12,-33.66,70,16.42,36,87,50,50,0,0,50,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
11952,73,0,0,0,0,0,1,0,14,122182,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,829,30,12,21,10,785.59,666.26,119.33,61.42,724.17,589.37,678.17,90,65.47,0,99,25,52,38,0,0,10,10,0,.,0,.,0,.,6,6,3,4,4,6,2,2,5,5,5,3,0,0
11953,42,0,0,1,0,0,0,0,19,89051,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,909,909,1,1,10,5.48,27.77,-22.3,5.48,0,10,-28.05,70,5.48,75,87,100,100,0,0,0,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0
11954,33,0,1,0,0,0,0,1,17,30511,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2,0,1086,1086,1,1,12,4.21,23.86,-19.65,4.21,0,12,-33.66,70,4.21,62,73,0,100,0,0,0,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
11955,52,0,0,0,1,0,0,0,16,102504,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,123,99,2,2,2,18.46,27.51,-9.05,18.46,18.46,27.01,-23.98,70,9.23,33,76,100,50,50,0,0,0,0,0,.,0,.,0,.,3,4,2,4,3,3,2,2,5,5,4,4,0,0
11956,30,0,1,0,0,0,0,0,15,30909,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,853,853,1,1,10,4.21,19.11,-14.9,4.21,0,10,-28.05,70,4.21,62,73,100,100,0,0,0,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
11957,32,0,1,0,0,0,0,0,16,30104,0,1,0,0,0,0,0,0,0,2,0,0,0,1,1,1,271,271,1,1,3,22.3,23.84,-1.54,22.3,22.3,20.84,4.1,70,22.3,0,100,0,0,0,0,100,0,100,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
11958,51,0,0,0,1,0,0,0,18,69771,0,0,1,0,0,0,0,0,0,2,0,0,0,2,1,0,40,40,1,1,1,25.46,41.71,-16.25,25.46,25.46,38.71,-37.18,70,25.46,46,100,0,100,0,0,0,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
11959,54,0,0,0,1,0,0,0,20,114092,0,0,0,0,1,0,0,0,2,1,0,0,2,1,1,1,729,14,16,31,9,992.95,807.35,185.6,192.35,800.6,649.48,553.9,80,62.06,0,95,100,45,16,19,0,19,13,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
11960,64,0,0,0,0,1,0,1,13,148486,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1408,7,20,43,16,324.39,781.06,-456.67,12.89,168.66,388.5,-1106.03,90,16.22,63,79,15,67,9,5,19,0,5,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
11961,25,0,1,0,0,0,0,0,15,30751,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,370,370,1,1,5,4.21,16.86,-12.65,4.21,0,5,-14.02,70,4.21,62,73,0,100,0,0,0,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
11962,34,0,1,0,0,0,0,0,16,27969,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1128,1128,1,1,13,34.67,43.74,-9.07,34.67,0,13,-36.46,70,34.67,0,100,0,0,100,0,0,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
11963,46,0,0,0,1,0,0,0,14,145567,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,258,6,3,5,3,114.73,101.04,13.69,114.73,114.73,94.79,55.93,70,38.24,0,96,33,60,0,0,40,0,40,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
11964,56,0,0,0,0,1,0,0,12,88286,0,0,0,1,0,0,0,0,1,2,0,0,1,0,0,0,1131,2,30,53,13,1683.05,1441.21,241.84,196.07,650.72,533.6,589.23,90,56.1,0,98,10,36,51,6,4,4,15,0,.,0,.,0,.,6,4,2,4,2,5,2,3,5,5,5,4,0,1
11965,71,0,0,0,0,0,1,1,20,163220,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,885,74,5,10,10,283.86,238.33,45.53,34.54,249.32,209.44,200.63,90,56.77,0,96,100,80,0,20,0,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
11966,42,0,0,1,0,0,0,1,20,57226,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,364,364,1,1,5,19.77,32.52,-12.75,19.77,19.77,32.27,-35.06,70,19.77,42,92,100,100,0,0,0,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
11967,58,0,0,0,0,1,0,1,12,71542,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,398,197,2,3,5,136.61,120.3,16.31,136.61,27.57,27.06,1.87,80,68.31,0,100,0,67,33,0,0,0,0,0,.,0,.,0,.,3,5,2,6,3,4,2,2,5,4,5,3,0,0
11968,67,0,0,0,0,0,1,1,20,104399,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,19,19,1,2,1,93.96,79.16,14.8,93.96,93.96,76.16,49.93,70,93.96,0,100,0,100,0,0,0,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
11969,59,0,0,0,0,1,0,0,18,98933,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,945,34,3,4,11,57.19,57.51,-0.32,13.4,43.79,46.04,-11.32,90,19.06,0,80,100,100,0,0,0,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
11970,27,0,1,0,0,0,0,1,18,26526,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,228,228,1,1,3,5.48,20.77,-15.3,5.48,5.48,20.52,-42.2,70,5.48,75,87,100,100,0,0,0,0,0,0,.,0,.,1,228,.,.,.,.,.,.,.,.,.,.,.,.,1,0
11971,52,0,0,0,1,0,0,0,12,115155,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1137,46,29,49,13,1633.62,1380.09,253.53,236.86,794.91,666.68,645.11,90,56.33,4,99,90,47,31,8,0,14,4,0,.,0,.,0,.,5,5,4,6,3,4,6,2,5,4,3,3,0,0
11972,28,0,1,0,0,0,0,0,14,84176,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1367,532,3,3,16,69.02,74.71,-5.69,37.48,0,16,-44.88,70,23.01,0,86,67,33,33,0,33,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
11973,43,0,0,1,0,0,0,1,12,95914,0,0,0,1,0,0,1,1,0,0,2,1,0,0,0,0,1059,33,7,7,12,92.47,146.25,-53.78,42.93,38.89,61.42,-113.36,90,13.21,29,83,0,71,14,0,14,0,14,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
11974,61,0,0,0,0,1,0,0,19,115426,0,0,0,0,1,0,0,0,1,1,0,0,0,2,1,1,598,18,4,5,7,46.41,85.61,-39.2,18.49,32.09,73.15,-150.48,80,11.6,51,78,100,0,20,0,80,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
11975,59,0,0,0,0,1,0,0,12,115779,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1255,2,17,33,14,609.22,544.11,65.11,131.28,190.56,166.46,121.25,90,35.84,0,89,18,33,12,6,24,24,6,0,.,0,.,1,137,.,.,.,.,.,.,.,.,.,.,.,.,1,0
11976,65,0,0,0,0,0,1,0,17,187688,0,0,0,0,0,1,0,0,2,2,0,0,1,2,1,0,593,17,22,62,7,2500.03,2062.07,437.96,1665.41,1914.54,1538.65,1377.75,80,113.64,0,100,18,63,18,15,0,5,11,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,1
11977,29,0,1,0,0,0,0,0,17,47505,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1270,160,3,3,14,22.87,77.54,-54.67,6.44,4.21,22.86,-93.84,90,7.62,68,80,67,100,0,0,0,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
11978,62,0,0,0,0,1,0,0,16,134088,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1112,21,24,58,13,890.4,950.56,-60.16,148.04,381.36,320.09,308.26,90,37.1,20,85,17,43,10,12,31,3,3,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
11979,43,0,0,1,0,0,0,0,12,48193,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1126,202,2,2,13,20.36,29.78,-9.42,10.18,10.18,21.14,-55.14,90,10.18,0,87,100,100,0,0,0,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0
11980,39,0,0,1,0,0,0,0,12,29537,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,18,18,1,1,1,5.48,21.52,-16.05,5.48,5.48,18.52,-36.59,70,5.48,75,87,0,100,0,0,0,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0
11981,39,0,0,1,0,0,0,0,20,102644,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,84,84,1,2,1,15.92,19.45,-3.53,15.92,15.92,19.2,-9.21,70,15.92,30,89,100,0,0,0,100,0,100,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
11982,75,0,0,0,0,0,1,1,20,131671,0,0,0,0,0,1,0,0,1,1,2,1,0,1,1,0,1422,27,36,64,16,2307.57,1898.51,409.06,331.97,246.88,213.5,167.93,90,64.1,0,99,72,36,45,6,0,13,17,0,.,0,.,1,1374,.,.,.,.,.,.,.,.,.,.,.,.,0,0
11983,36,0,0,1,0,0,0,0,17,27669,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,473,242,2,2,6,28.22,59.73,-31.51,28.22,12.33,34.18,-80.1,80,14.11,54,98,50,50,0,0,0,50,50,0,.,0,.,0,.,5,2,3,2,1,2,3,5,6,6,6,6,1,0
11984,36,0,0,1,0,0,0,0,20,55845,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,138,138,1,1,2,5.48,19.77,-14.3,5.48,5.48,19.52,-39.4,70,5.48,75,87,100,100,0,0,0,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
11985,51,0,0,0,1,0,0,1,14,111902,0,0,0,0,1,0,0,1,0,0,2,2,0,1,0,0,1191,14,24,40,14,1202.72,1079.58,123.14,294.15,372.25,311.79,304.17,90,50.11,0,95,0,38,33,8,5,18,15,1,688,0,.,0,.,4,2,2,4,4,5,2,3,3,2,2,1,0,0
11986,45,0,0,0,1,0,0,0,19,105207,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1168,29,41,64,13,2314.03,1909.16,404.87,397.92,1089.52,912.61,890.03,90,56.44,0,100,98,44,47,5,3,2,6,0,.,1,53,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
11987,39,0,0,1,0,0,0,1,13,97818,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1259,612,6,6,14,105.25,102.45,2.8,38.84,0,14,-39.27,70,17.54,0,85,83,100,0,0,0,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
11988,27,0,1,0,0,0,0,0,20,56378,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1349,17,10,10,15,356.16,305.18,50.98,65.54,175.08,155.07,100.67,90,35.62,0,99,90,50,40,0,0,10,30,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
11989,33,0,1,0,0,0,0,1,20,29499,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,372,372,1,1,5,10.18,13.39,-3.21,10.18,0,5,-14.02,70,10.18,0,87,100,100,0,0,0,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0
11990,37,0,0,1,0,0,0,0,13,35170,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1285,1285,1,1,15,11.57,27.26,-15.69,11.57,0,15,-42.07,70,11.57,0,73,0,100,0,0,0,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
11991,55,0,0,0,0,1,0,1,20,112330,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1,1423,49,39,65,16,590.35,1357.71,-767.36,40.33,140.51,347.76,-1042.66,90,15.14,66,86,100,54,26,0,8,12,0,0,.,0,.,0,.,5,4,3,4,3,4,5,4,5,6,5,3,0,0
11992,59,0,0,0,0,1,0,0,14,82199,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,330,330,1,1,4,10.09,15.07,-4.98,10.09,10.09,12.07,-5.55,70,10.09,0,81,0,0,0,0,100,0,0,0,.,0,.,0,.,3,3,1,4,4,4,4,4,6,5,6,4,0,0
11993,33,0,1,0,0,0,0,0,15,34962,0,1,0,0,0,0,1,0,1,2,0,0,0,0,1,0,1383,151,3,3,16,97.13,94.45,2.68,34.99,31.29,41.03,-49,90,32.38,0,98,100,33,67,0,0,0,0,0,.,0,.,0,.,6,4,3,3,2,4,2,3,5,5,6,2,0,0
11994,28,0,1,0,0,0,0,1,13,32540,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,762,762,1,1,9,28.66,34.93,-6.27,28.66,0,9,-25.24,70,28.66,0,100,0,100,0,0,0,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0
11995,26,0,1,0,0,0,0,0,13,30830,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1242,1242,1,1,14,11.73,27.85,-16.12,11.73,0,14,-39.27,70,11.73,31,81,100,0,0,0,100,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
11996,28,0,1,0,0,0,0,1,16,27054,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,214,214,1,1,3,10.87,14.7,-3.83,10.87,10.87,11.7,-2.33,70,10.87,0,88,0,100,0,0,0,0,0,0,.,0,.,0,.,3,3,2,3,2,3,2,4,5,4,6,5,0,0
11997,68,0,0,0,0,0,1,0,14,102618,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,901,157,5,5,10,177.17,190.81,-13.64,100.17,49.23,49.39,-0.8,90,35.43,10,94,0,100,0,0,0,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
11998,35,0,0,1,0,0,0,1,13,30976,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,889,889,1,1,10,4.21,21.86,-17.65,4.21,0,10,-28.05,70,4.21,62,73,0,100,0,0,0,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
11999,34,0,1,0,0,0,0,1,14,31057,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,210,210,1,1,3,36.34,35.07,1.27,36.34,36.34,32.07,11.98,70,36.34,0,100,0,0,100,0,0,0,100,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
12000,62,0,0,0,0,1,0,0,20,174919,0,0,0,0,0,1,0,0,0,0,1,1,0,1,2,1,67,2,2,6,1,116.15,100.98,15.17,116.15,116.15,100.48,43.94,70,58.07,9,96,100,0,100,0,0,0,33,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0
12001,63,0,0,0,0,1,0,0,13,178482,0,0,0,0,0,1,0,0,2,1,2,0,0,2,0,0,440,118,4,7,5,232.62,203.1,29.52,232.62,140.32,117.26,84.52,80,58.16,0,100,0,57,29,14,0,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,1
12002,52,0,0,0,1,0,0,0,20,90960,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,450,450,1,2,5,20.36,21.53,-1.17,20.36,0,5,-14.02,70,20.36,0,87,100,100,0,0,0,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0
12003,58,0,0,0,0,1,0,1,12,120922,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,1,1195,29,10,17,14,263.9,233.09,30.81,49.44,20.36,30.28,-49.91,90,26.39,0,85,80,88,0,12,0,0,0,0,.,0,.,1,564,.,.,.,.,.,.,.,.,.,.,.,.,1,0
12004,43,0,0,1,0,0,0,0,14,53452,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1115,116,7,7,13,224.74,279.09,-54.35,42.49,104.94,96.95,40.2,90,32.11,24,98,0,71,0,0,14,14,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
12005,63,0,0,0,0,1,0,1,15,158713,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,81,81,1,2,1,27.35,26.41,0.94,27.35,27.35,26.16,3.35,70,27.35,13,94,100,0,100,0,0,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0
12006,40,0,0,1,0,0,0,0,19,30700,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1046,1046,1,1,12,5.48,32.52,-27.05,5.48,0,12,-33.66,70,5.48,75,87,0,100,0,0,0,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
12007,62,0,0,0,0,1,0,1,13,124780,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1249,1249,1,1,14,4.21,25.86,-21.65,4.21,0,14,-39.27,70,4.21,62,73,0,100,0,0,0,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
12008,41,0,0,1,0,0,0,1,12,151299,0,0,0,0,0,1,1,0,0,0,2,1,0,1,0,0,878,136,5,9,10,120.26,135.85,-15.59,70.08,50.18,50.14,0.2,90,24.05,9,85,60,78,0,0,22,0,0,0,.,0,.,0,.,3,2,2,2,4,2,2,3,6,6,6,6,1,0
12009,51,0,0,0,1,0,0,1,16,164870,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1156,56,15,30,13,833.53,683.58,149.95,85.3,498.59,411.89,436.18,90,55.57,0,98,100,27,37,13,13,10,20,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
12010,64,0,0,0,0,1,0,0,13,92419,0,0,0,1,0,0,0,0,2,1,1,1,1,1,0,0,75,75,1,1,1,10.18,12.14,-1.96,10.18,10.18,9.14,2.92,70,10.18,0,87,0,100,0,0,0,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
12011,63,0,0,0,0,1,0,0,17,172894,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,1140,6,42,90,13,2915.47,2385.42,530.05,533.02,1421.97,1166.81,1283.69,90,69.42,3,98,100,60,21,4,10,4,9,0,.,0,.,2,170,5,5,4,3,5,4,5,4,2,1,2,1,0,0
12012,67,0,0,0,0,0,1,1,17,115538,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,765,40,6,13,9,190.34,179.28,11.06,36.04,154.3,132.44,109.98,90,31.72,0,82,0,69,0,0,0,31,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
12013,68,0,0,0,0,0,1,0,15,43012,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1144,1144,1,1,13,4.17,25.18,-21.01,4.17,0,13,-36.46,70,4.17,72,74,100,0,0,0,100,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
12014,41,0,0,1,0,0,0,1,15,34693,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,224,224,1,1,3,25.46,40.96,-15.5,25.46,25.46,40.71,-42.79,70,25.46,46,100,100,100,0,0,0,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
12015,62,0,0,0,0,1,0,1,19,97647,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,241,204,2,5,3,123.32,136.66,-13.34,123.32,123.32,136.16,-36,70,61.66,24,100,100,60,40,0,0,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
12016,37,0,0,1,0,0,0,0,18,69970,0,0,1,0,0,0,1,0,0,1,0,0,0,2,1,0,1265,1265,1,1,14,17,27.85,-10.85,17,0,14,-39.27,70,17,0,81,100,0,0,0,100,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
12017,31,0,1,0,0,0,0,1,13,32392,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1401,221,4,4,16,27.01,84.41,-57.4,4.43,12.22,46.56,-172.74,90,6.75,63,83,50,75,25,0,0,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
12018,39,0,0,1,0,0,0,1,16,82910,0,0,0,1,0,0,1,1,0,1,2,0,0,0,1,0,1078,1078,1,1,12,38.29,45.63,-7.34,38.29,0,12,-33.66,70,38.29,0,100,0,0,0,100,0,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
12019,33,0,1,0,0,0,0,0,20,34347,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3,3,1,1,1,5.48,21.52,-16.05,5.48,5.48,18.52,-36.59,70,5.48,75,87,0,100,0,0,0,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
12020,63,0,0,0,0,1,0,1,15,143983,0,0,0,0,0,1,0,0,2,1,2,1,0,1,0,0,123,123,1,2,2,47.72,43.18,4.54,47.72,47.72,40.18,21.15,70,47.72,0,98,0,0,0,0,0,100,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0
12021,53,0,0,0,1,0,0,1,20,50480,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,196,196,1,1,3,18.27,20.62,-2.35,18.27,18.27,17.62,1.82,70,18.27,0,79,0,0,0,0,0,100,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
12022,30,0,1,0,0,0,0,0,15,30976,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,105,105,1,1,2,7.77,22.29,-14.52,7.77,7.77,22.04,-40.04,70,7.77,69,82,100,0,0,0,0,100,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0
